ЗДРАВНИЦА;2002097;ЗДРАВНИЦА;Россия;
КОПЫТЦЕВО;2002098;КОПЫТЦЕВО;Россия;
ГРИГОРОВО;2002099;ГРИГОРОВО;Россия;
ОСТ.ПУНКТ 224 КМ;2002117;ОП 224 КМ;Россия;
ОСТ.ПУНКТ 231 КМ;2002121;ОП 231 КМ;Россия;
ОСТ.ПУНКТ 238 КМ;2002131;ОП 238 КМ;Россия;
ОСТ.ПУНКТ 378 КМ;2002179;ОП 378 КМ;Россия;
ОСТ.ПУНКТ 387 КМ;2002208;ОП 387 КМ;Россия;
ОСТ.ПУНКТ 390 КМ;2002214;ОП 390 КМ;Россия;
ОСТ.ПУНКТ 88 КМ;2002239;ОП 88 КМ;Россия;
ОСТ.ПУНКТ 54 КМ;2002308;ОП 54 КМ;Россия;
ПАСЕРКОВО;2002312;ПАСЕРКОВО;Россия;
ВОЛКОВО;2002327;ВОЛКОВО;Россия;
ОСТ.ПУНКТ 102 КМ;2002373;ОП 102 КМ;Россия;
ОСТ.ПУНКТ 500 КМ;2002765;ОП 500 КМ;Россия;
ОСТ.ПУНКТ 521 КМ;2002777;ОП 521 КМ;Россия;
ДЕПО КУР;2002780;ДЕПО КУР;Россия;
ОСТ.ПУНКТ 312 КМ;2002782;ОП 312 КМ;Россия;
ОСТ.ПУНКТ 5 КМ;2002816;ОП 5 КМ;Россия;
ОСТ.ПУНКТ 115 КМ;2002820;ОП 115 КМ;Россия;
ОСТ.ПУНКТ 239 КМ;2002850;ОП 239 КМ;Россия;
ПРИЛЕСЬЕ;2002862;ПРИЛЕСЬЕ;Россия;
ПЛАТФОРМА 8 КМ;2002902;ПЛ 8 КМ;Россия;
ОСТ.ПУНКТ 151 КМ;2002904;ОП 151 КМ;Россия;
ОСТ.ПУНКТ 6 КМ;2002905;ОП 6 КМ;Россия;
ОСТ.ПУНКТ 3 КМ;2002906;ОП 3 КМ;Россия;
КРИВОЛЕС;2002907;КРИВОЛЕС;Россия;
КЛОКОВО;2002908;КЛОКОВО;Россия;
КОНЕЦ;2002909;КОНЕЦ;Россия;
НЕМЧИНОВКА;2002910;НЕМЧИНОВКА;Россия;
ДАЧНАЯ 2;2002911;ДАЧНАЯ 2;Россия;
ОСТ.ПУНКТ 430 КМ;2002912;ОП 430 КМ;Россия;
ОСТ.ПУНКТ 215 КМ;2002913;ОП 215 КМ;Россия;
ПОСТ ЗАВОДА БАДАЕВА;2002915;П ЗАВ БАД;Россия;
КРЕДИТНАЯ;2002918;КРЕДИТНАЯ;Россия;
КОСИЧИНО;2002919;КОСИЧИНО;Россия;
ГОЛИЦИНО;2002920;ГОЛИЦИНО;Россия;
ШКИНЬ;2002921;ШКИНЬ;Россия;
ОСТ.ПУНКТ 487 КМ;2002924;ОП 487 КМ;Россия;
СОФРИНО 2;2002929;СОФРИНО 2;Россия;
БАЛЕВО;2002930;БАЛЕВО;Россия;
ОСТ.ПУНКТ 157 КМ;2002932;ОП 157 КМ;Россия;
ВНУКОВО;2002950;ВНУКОВО;Россия;
ОСТ.ПУНКТ 118 КМ;2002951;ОП 118 КМ;Россия;
СИЛИКАТНАЯ;2002952;СИЛИКАТНАЯ;Россия;
ОСТ.ПУНКТ 359 КМ;2002953;ОП 359 КМ;Россия;
ЗАПАДНЫЙ ПОСТ;2002954;ЗАПАД ПОСТ;Россия;
ФАУСТОВО;2002955;ФАУСТОВО;Россия;
ВЕРТНОЕ;2002956;ВЕРТНОЕ;Россия;
ОСТ.ПУНКТ 178 КМ;2002957;ОП 178 КМ;Россия;
ПЛАТФОРМА 132 КМ;2002958;ПЛ 132 КМ;Россия;
ОСТ.ПУНКТ 7 КМ;2002959;ОП 7 КМ;Россия;
ЧЕЛЮСКИНСКАЯ;2002960;ЧЕЛЮСКИНСК;Россия;
ПОТОЧИНО;2002961;ПОТОЧИНО;Россия;
ТЕРЕШОК;2002962;ТЕРЕШОК;Россия;
ОСТ.ПУНКТ 406 КМ;2002963;ОП 406 КМ;Россия;
ОСТ.ПУНКТ 91 КМ;2002964;ОП 91 КМ;Россия;
ХОРОШЕВО;2002965;ХОРОШЕВО;Россия;
ОСТ.ПУНКТ 305 КМ;2002966;ОП 305 КМ;Россия;
ОСТ.ПУНКТ 94 КМ;2002967;ОП 94 КМ;Россия;
ОСТ.ПУНКТ 282 КМ;2002968;ОП 282 КМ;Россия;
ОСТ.ПУНКТ 115 КМ;2002969;ОП 115 КМ;Россия;
ШАТУРА;2002970;ШАТУРА;Россия;
ДРАЧЕВО;2002971;ДРАЧЕВО;Россия;
ЛЮТИК;2002972;ЛЮТИК;Россия;
ЗАВАЛЬНЫЙ;2002973;ЗАВАЛЬНЫЙ;Россия;
РЯЗАНОВКА;2002974;РЯЗАНОВКА;Россия;
ВЗЛЕТНАЯ;2002975;ВЗЛЕТНАЯ;Россия;
ОСТ.ПУНКТ 113 КМ;2002976;ОП 113 КМ;Россия;
ОСТ.ПУНКТ 131 КМ;2002977;ОП 131 КМ;Россия;
ОСТ.ПУНКТ 108 КМ;2002978;ОП 108 КМ;Россия;
ТРУФАНОВО;2002979;ТРУФАНОВО;Россия;
ФАБРИКА 1 МАЯ;2002980;ФАБ 1 МАЯ;Россия;
ОСТ.ПУНКТ 439 КМ;2002981;ОП 439 КМ;Россия;
ОСТ.ПУНКТ 341 КМ;2002982;ОП 341 КМ;Россия;
МОСКВА-ТОВ-ЯРОСЛАВСКАЯ;2002983;МОСК Т ЯР;Россия;
ОСТ.ПУНКТ 107 КМ;2002984;ОП 107 КМ;Россия;
ОСТ.ПУНКТ 289 КМ;2002985;ОП 289 КМ;Россия;
ОСТ.ПУНКТ 313 КМ;2002986;ОП 313 КМ;Россия;
ОСТ.ПУНКТ 327 КМ;2002987;ОП 327 КМ;Россия;
ОСТ.ПУНТК 372 КМ;2002988;ОП 372 КМ;Россия;
ПЛАТФОРМА 378 КМ;2002989;ПЛ 378 КМ;Россия;
ШЕМЯКИНО;2002990;ШЕМЯКИНО;Россия;
ОСТ.ПУНКТ 507 КМ;2002991;ОП 507 КМ;Россия;
ОСТ.ПУНКТ 66 КМ;2002992;ОП 66 КМ;Россия;
ОСТ.ПУНКТ 317 КМ;2002993;ОП 317 КМ;Россия;
ОСТ.ПУНКТ 324 КМ;2002994;ОП 324 КМ;Россия;
ОСТ.ПУНКТ 452 КМ;2002995;ОП 452 КМ;Россия;
ДАЧНАЯ;2002996;ДАЧНАЯ;Россия;
СОКОЛЕНОК;2003712;СОКОЛЕНОК;Россия;
ОСТ.ПУНКТ 140 КМ;2002997;ОП 140 КМ;Россия;
ОСТ.ПУНКТ 188 КМ;2002998;ОП 188 КМ;Россия;
ОСТ.ПУНКТ 200 КМ;2002999;ОП 200 КМ;Россия;
БИРЮЗА;2003752;БИРЮЗА;Россия;
УЗЛОВАЯ;2003930;УЗЛОВАЯ;Россия;
ОКРУЖНАЯ;2003812;ОКРУЖНАЯ;Россия;
ПЛАТФОРМА 122 КМ;2003931;ПЛ 122 КМ;Россия;
ЦЕНТРАЛЬНЫЙ Б/П;2003932;ЦЕНТР.Б/П;Россия;
ПЛАТФОРМА ДЕПО;2003933;ПЛ ДЕПО;Россия;
ОСТ.ПУНКТ СЕВЕРНЫЙ;2003934;ОП СЕВЕРНЫЙ;Россия;
ПЛАТФОРМА 185 КМ;2003935;ПЛ 185 КМ;Россия;
ПЛАТФОРМА 133 КМ;2003936;ПЛ 133 КМ;Россия;
ПЛАТФОРМА 80 КМ;2003937;ПЛ 80 КМ;Россия;
ПЛАТФОРМА 179 КМ;2003938;ПЛ 179 КМ;Россия;
ПЛАТФОРМА ДЕПО;2003939;ПЛ ДЕПО;Россия;
ПЛАТФОРМА 189 КМ;2003940;ПЛ 189 КМ;Россия;
ПЛАТФОРМА 147 КМ;2003941;ПЛ 147 КМ;Россия;
ПЛАТФОРМА 205 КМ;2003942;ПЛ 205 КМ;Россия;
ПЛАТФОРМА 168 КМ;2003944;ПЛ 168 КМ;Россия;
ВАЛИЩЕВО;2003945;ВАЛИЩЕВО;Россия;
РАЗ'ЕЗД 47 КМ;2003946;РЗД 47 КМ;Россия;
ПЛАТФОРМА 168 КМ;2003947;ПЛ 168 КМ;Россия;
ОСТ.ПУНКТ ДЕПО;2003948;ОП ДЕПО;Россия;
ОСТ.ПУНКТ 442 КМ;2003949;ОП 442 КМ;Россия;
КУНЦЕВО 2;2003950;КУНЦЕВО 2;Россия;
ОСТ.ПУНКТ 245 КМ;2003951;ОП 245 КМ;Россия;
ОСТ.ПУНКТ 280 КМ;2003952;ОП 280 КМ;Россия;
ОСТ.ПУНКТ 344 КМ;2003953;ОП 344 КМ;Россия;
ДЕПОВСКАЯ;2003954;ДЕПОВСКАЯ;Россия;
ПОСТ-БРЯНСК-ЮЖНЫЙ;2003955;П БРЯНСК Ю;Россия;
ОСТ.ПУНКТ 448 КМ;2003956;ОП 448 КМ;Россия;
ОСТ.ПУНКТ 460 КМ;2003957;ОП 460 КМ;Россия;
ОСТ.ПУНКТ 480 КМ;2003958;ОП 480 КМ;Россия;
ПОРТНОВСКАЯ;2003959;ПОРТНОВСК;Россия;
ПАВШИНО;2003960;ПАВШИНО;Россия;
ОСТ.ПУНКТ 300 КМ;2003961;ОП 300 КМ;Россия;
ОСТ.ПУНКТ 468 КМ;2003962;ОП 468 КМ;Россия;
ТИМИРЯЗЕВСКАЯ;2003965;ТИМИРЯЗЕВ;Россия;
ДЕПО;2003966;ДЕПО;Россия;
ОСТ.ПУНКТ 50 КМ;2003968;ОП 50 КМ;Россия;
ОСТ.ПУНКТ 76 КМ;2003969;ОП 76 КМ;Россия;
ОСТ.ПУНКТ 81 КМ;2003970;ОП 81 КМ;Россия;
ОСТ.ПУНКТ 99 КМ;2003971;ОП 99 КМ;Россия;
ОСТ.ПУНКТ 123 КМ;2003972;ОП 123 КМ;Россия;
ОСТ.ПУНКТ 133 КМ;2003973;ОП 133 КМ;Россия;
ОСТ.ПУНКТ 143 КМ;2003974;ОП 143 КМ;Россия;
ОСТ.ПУНКТ 221 КМ;2003975;ОП 221 КМ;Россия;
ОСТ.ПУНКТ 36 КМ;2003976;ОП 36 КМ;Россия;
ОСТ.ПУНКТ 43 КМ;2003977;ОП 43 КМ;Россия;
ОСТ.ПУНКТ 126 КМ;2003980;ОП 126 КМ;Россия;
РАЗ'ЕЗД 329 КМ;2003981;РЗД 329 КМ;Россия;
ОСТ.ПУНКТ 344 КМ;2003983;ОП 344 КМ;Россия;
ОСТ.ПУНКТ 358 КМ;2003984;ОП 358 КМ;Россия;
ОСТ.ПУНКТ 367 КМ;2003985;ОП 367 КМ;Россия;
ОСТ.ПУНКТ 401 КМ;2003986;ОП 401 КМ;Россия;
ПОСТ-ДИЧНЯ;2003987;П ДИЧНЯ;Россия;
ОСТ.ПУНКТ 457 КМ;2003988;ОП 457 КМ;Россия;
ОСТ.ПУНКТ 465 КМ;2003989;ОП 465 КМ;Россия;
ОСТ.ПУНКТ 168 КМ;2003990;ОП 168 КМ;Россия;
ОСТ.ПУНКТ 9 КМ;2003991;ОП 9 КМ;Россия;
ОСТ.ПУНКТ 137 КМ;2003992;ОП 137 КМ;Россия;
ОСТ.ПУНКТ 22 КМ;2003993;ОП 22 КМ;Россия;
ОСТ.ПУНКТ 49 КМ;2003994;ОП 49 КМ;Россия;
ОСТ.ПУНКТ 69 КМ;2003995;ОП 69 КМ;Россия;
ОСТ.ПУНКТ 125 КМ;2003996;ОП 125 КМ;Россия;
ОСТ.ПУНКТ 160 КМ;2003997;ОП 160 КМ;Россия;
ОСТ.ПУНКТ 326 КМ;2003998;ОП 326 КМ;Россия;
ОСТ.ПУНКТ 311 КМ;2003999;ОП 311 КМ;Россия;
САНКТ-ПЕТЕРБУРГ (ВСЕ ВОКЗАЛЫ);2004000;С-ПЕТЕРБУР;Россия;
САНКТ-ПЕТЕРБУРГ-ГЛАВН.;2004001;С-ПЕТЕР-ГЛ;Россия;
САНКТ-ПЕТЕРБУРГ-ВАРШАВ;2004002;С-ПЕТ-ВАРШ;Россия;
САНКТ-ПЕТЕРБУРГ-ВИТЕБ.;2004003;С-ПЕТ-ВИТ;Россия;
САНКТ-ПЕТЕРБУРГ-ФИНЛЯН;2004004;С-ПЕТ-ФИН;Россия;
САНКТ-ПЕТЕРБУРГ-БАЛТ;2004005;С-ПЕТ-БАЛТ;Россия;
САНКТ-ПЕТЕРБУРГ ЛАДОЖ.ТУРИСТ.;2005564;С-ПЕТ-ЛАД ТУР;Россия;
САНКТ-ПЕТЕРБУРГ ЛАДОЖ.;2004006;С-ПЕТ-ЛАД;Россия;
ОСЕЧЕНКА;2004007;ОСЕЧЕНКА;Россия;
ЕЛИЗАРОВКА;2004008;ЕЛИЗАРОВКА;Россия;
МУРИКОВО;2004009;МУРИКОВО;Россия;
КУРКОВО;2004010;КУРКОВО;Россия;
БАРТЕНЕВО;2004011;БАРТЕНЕВО;Россия;
АРИСТОВО;2004012;АРИСТОВО;Россия;
МЕЛИХОВО;2004013;МЕЛИХОВО;Россия;
ЛОШАКИ;2004014;ЛОШАКИ;Россия;
ПОДСОСЕНКА;2004015;ПОДСОСЕНКА;Россия;
УЛИН;2004016;УЛИН;Россия;
БАРСОВО;2004017;БАРСОВО;Россия;
ТАБОРЫ;2004018;ТАБОРЫ;Россия;
СЕРДЦЕ;2004019;СЕРДЦЕ;Россия;
ВЕЛИКОПОЛЬЕ;2004020;ВЕЛИКОПОЛ;Россия;
БУБНОВО;2004021;БУБНОВО;Россия;
ЛОХОВО;2004022;ЛОХОВО;Россия;
ГОРИЦЫ;2004023;ГОРИЦЫ;Россия;
СЛАВОТИНО;2004024;СЛАВОТИНО;Россия;
ЛУЖАЙКА;2004025;ЛУЖАЙКА;Россия;
БРЫЛЕВО;2004026;БРЫЛЕВО;Россия;
ПУЗАКОВО;2004027;ПУЗАКОВО;Россия;
БАКУНИНО;2004028;БАКУНИНО;Россия;
ТРЯСЕНКА;2004029;ТРЯСЕНКА;Россия;
СКРИПКОВО;2004030;СКРИПКОВО;Россия;
КОЛОДЕЗИ;2004031;КОЛОДЕЗИ;Россия;
ТЕРЕШКИНО;2004032;ТЕРЕШКИНО;Россия;
ГОЛЕНИЩЕВО;2004033;ГОЛЕНИЩЕВО;Россия;
ЧЕРНОЗЕМ;2004034;ЧЕРНОЗЕМ;Россия;
ОПУХЛИКИ;2004035;ОПУХЛИКИ;Россия;
ЖЕЛЕЗНИЦА;2004036;ЖЕЛЕЗНИЦА;Россия;
МОЛОКОЕДОВО;2004037;МОЛОКОЕДОВ;Россия;
ЗАВЕРЕЖЬЕ;2004038;ЗАВЕРЕЖЬЕ;Россия;
КАРАТАЙ;2004039;КАРАТАЙ;Россия;
ВОРОБЕЦКАЯ;2004040;ВОРОБЕЦКАЯ;Россия;
ГУЩИНО;2004041;ГУЩИНО;Россия;
ВЫДУМКА;2004042;ВЫДУМКА;Россия;
АБОВО;2004043;АБОВО;Россия;
ЛЕМНО;2004044;ЛЕМНО;Россия;
БРЫКАНОВО;2004045;БРЫКАНОВО;Россия;
ЗАВАРУЙКА;2004046;ЗАВАРУЙКА;Россия;
ГАРНЕЯ;2004047;ГАРНЕЯ;Россия;
ШУБИНО;2004048;ШУБИНО;Россия;
ТИГОЩИ;2004049;ТИГОЩИ;Россия;
ЗАГОСКИНО;2004050;ЗАГОСКИНО;Россия;
ЛОЗОВИЦЫ;2004051;ЛОЗОВИЦЫ;Россия;
ШИЛЕНКА;2004052;ШИЛЕНКА;Россия;
РОЩА;2004053;РОЩА;Россия;
СОСЫНЬЕ;2004054;СОСЫНЬЕ;Россия;
ЛУНЕВО;2004055;ЛУНЕВО;Россия;
ПОДСЕВЫ;2004056;ПОДСЕВЫ;Россия;
ВЕШКИ;2004057;ВЕШКИ;Россия;
КЕБ;2004058;КЕБ;Россия;
БЕРЕЗКИ;2004059;БЕРЕЗКИ;Россия;
ПОЛКОВАЯ;2004060;ПОЛКОВАЯ;Россия;
МОГЛИНО;2004061;МОГЛИНО;Россия;
НОВОИЗБОРСК;2004062;НОВОИЗБОРС;Россия;
ДУЛОВСКАЯ;2004063;ДУЛОВСКАЯ;Россия;
СТРЕМУТКА;2004064;СТРЕМУТКА;Россия;
ЧЕРЕХА;2004065;ЧЕРЕХА;Россия;
ЛЮБЯТОВО;2004066;ЛЮБЯТОВО;Россия;
ЧЕРНЯКОВИЦЫ;2004067;ЧЕРНЯКОВИЦ;Россия;
ЛАПИНО;2004068;ЛАПИНО;Россия;
НОВОКАТОВО;2004069;НОВОКАТОВО;Россия;
ЧИГИРЕВО;2004070;ЧИГИРЕВО;Россия;
ВЫСОКОЕ;2004071;ВЫСОКОЕ;Россия;
КУЛИШКИ;2004072;КУЛИШКИ;Россия;
КРАСНОЕ;2004073;КРАСНОЕ;Россия;
ЗОЛОТКОВО;2004074;ЗОЛОТКОВО;Россия;
ОВИНИЩЕ 2;2004075;ОВИНИЩЕ 2;Россия;
КЕСЬМА;2004076;КЕСЬМА;Россия;
ПРИВОРОТ;2004077;ПРИВОРОТ;Россия;
БОКАРЕВО;2004078;БОКАРЕВО;Россия;
АЛФИМОВО;2004079;АЛФИМОВО;Россия;
ПАНЫШИНО;2004080;ПАНЫШИНО;Россия;
ДРЕМУХА;2004081;ДРЕМУХА;Россия;
КАФТИНО;2004082;КАФТИНО;Россия;
ПЛАТИЩЕНКА;2004083;ПЛАТИЩЕНКА;Россия;
МЕДВЕДЕВО;2004084;МЕДВЕДЕВО;Россия;
БУШЕВЕЦ;2004085;БУШЕВЕЦ;Россия;
БОЧАНОВКА;2004086;БОЧАНОВКА;Россия;
ПОПЛАВЕНЕЦ;2004087;ПОПЛАВЕНЕЦ;Россия;
АЛЕШИНКА;2004088;АЛЕШИНКА;Россия;
СЕЛИЩЕ;2004089;СЕЛИЩЕ;Россия;
КОРСАКОВСКАЯ;2004090;КОРСАКОВСК;Россия;
ТРАВКОВО;2004091;ТРАВКОВО;Россия;
ЯБЛОНОВКА;2004092;ЯБЛОНОВКА;Россия;
ПОДДУБЬЕ;2004093;ПОДДУБЬЕ;Россия;
ТРУБЕЦ;2004094;ТРУБЕЦ;Россия;
ЗАРУБИНСКАЯ;2004095;ЗАРУБИНСК;Россия;
ГАМЗИНО;2004096;ГАМЗИНО;Россия;
ЩЕГРИНО;2004097;ЩЕГРИНО;Россия;
ЧАДКОВО;2004098;ЧАДКОВО;Россия;
ПЕРНИЦА;2004099;ПЕРНИЦА;Россия;
ЗАВИДОВО;2004100;ЗАВИДОВО;Россия;
ОСТ.ПУНКТ 2 КМ;2004101;ОП 2 КМ;Россия;
ОСТ.ПУНКТ 5 КМ;2004102;ОП 5 КМ;Россия;
ОСТ.ПУНКТ 7 КМ;2004103;ОП 7 КМ;Россия;
ОСТ.ПУНКТ 11 КМ;2004104;ОП 11 КМ;Россия;
ОСТ.ПУНКТ 77 КМ;2004105;ОП 77 КМ;Россия;
ОСТ.ПУНКТ 16 КМ;2004106;ОП 16 КМ;Россия;
САНКТ-ПЕТЕРБУРГ-С-МОСК;2004107;С-ПЕТ-С-М;Россия;
САНКТ-ПЕТЕРБУРГ-Т-МОСК;2004108;С-ПЕТ-Т-М;Россия;
УГРИНО;2004109;УГРИНО;Россия;
МУРЫ;2004110;МУРЫ;Россия;
БЕГЛОВО;2004111;БЕГЛОВО;Россия;
ЗАХОД;2004112;ЗАХОД;Россия;
РЕДЬЯ;2004113;РЕДЬЯ;Россия;
ТУЛЕБЛЯ;2004114;ТУЛЕБЛЯ;Россия;
БАХАРЕВО;2004115;БАХАРЕВО;Россия;
ЗАКЛИНЬЕ;2004116;ЗАКЛИНЬЕ;Россия;
РАДОМ;2004117;РАДОМ;Россия;
НАЩИ;2004118;НАЩИ;Россия;
ТАТИНО;2004119;ТАТИНО;Россия;
ГОРЕНКА;2004120;ГОРЕНКА;Россия;
КОСТОМУКША ТОВ.;2004121;КОСТОМ ТОВ;Россия;
РОГАВКА;2004122;РОГАВКА;Россия;
ОГОРЕЛЬЕ;2004123;ОГОРЕЛЬЕ;Россия;
РАДОФИННИКОВО;2004124;РАДОФИННИК;Россия;
ЕГЛИНО;2004125;ЕГЛИНО;Россия;
КАСТЕНСКАЯ;2004126;КАСТЕНСКАЯ;Россия;
ЛУСТОВКА;2004127;ЛУСТОВКА;Россия;
ПОДБЕРЕЗЬЕ;2004128;ПОДБЕРЕЗЬЕ;Россия;
МЯСНОЙ БОР;2004129;МЯСНОЙ БОР;Россия;
СПАССКАЯ ПОЛИСТЬ;2004130;СП ПОЛИСТЬ;Россия;
ТРЕГУБОВО;2004131;ТРЕГУБОВО;Россия;
ВОДОС;2004132;ВОДОС;Россия;
ТИГОДА;2004133;ТИГОДА;Россия;
ИРСА;2004134;ИРСА;Россия;
АНДРЕЕВО;2004135;АНДРЕЕВО;Россия;
ГЛАЖЕВО;2004136;ГЛАЖЕВО;Россия;
ТЕРЕБОЧЕВО;2004137;ТЕРЕБОЧЕВО;Россия;
ГОСТИНОПОЛЬЕ;2004138;ГОСТИНОПОЛ;Россия;
БОЛЬШАЯ ВИШЕРА;2004139;БОЛ ВИШЕРА;Россия;
ГРЯДЫ;2004140;ГРЯДЫ;Россия;
ДУБЦЫ;2004141;ДУБЦЫ;Россия;
ЧУДОВО-КИРОВСКОЕ;2004142;ЧУДОВО КИР;Россия;
БАБИНО;2004143;БАБИНО;Россия;
ПОМЕРАНЬЕ;2004144;ПОМЕРАНЬЕ;Россия;
РЯБОВО;2004145;РЯБОВО;Россия;
ГЕОРГИЕВСКИЙ;2004146;ГЕОРГ-СКИЙ;Россия;
УШАКИ;2004147;УШАКИ;Россия;
ТОСНО;2004148;ТОСНО;Россия;
САБЛИНО;2004149;САБЛИНО;Россия;
ПОПОВКА;2004150;ПОПОВКА;Россия;
СТЕКОЛЬНЫЙ;2004151;СТЕКОЛЬНЫЙ;Россия;
ГОРНЫ;2004152;ГОРНЫ;Россия;
ПЧЕВЖА;2004153;ПЧЕВЖА;Россия;
ПОСАДНИКОВО;2004154;ПОСАДНИКОВ;Россия;
ЖАРОК;2004155;ЖАРОК;Россия;
МАЛУКСА;2004156;МАЛУКСА;Россия;
СОЛОГУБОВКА;2004157;СОЛОГУБОВК;Россия;
ГОРЫ;2004158;ГОРЫ;Россия;
ПЕЛЛА;2004159;ПЕЛЛА;Россия;
ИЖОРЫ;2004160;ИЖОРЫ;Россия;
РЫБАЦКОЕ;2004161;РЫБАЦКОЕ;Россия;
ОБУХОВО;2004162;ОБУХОВО;Россия;
СЛАВЯНКА;2004163;СЛАВЯНКА;Россия;
КОЛПИНО;2004164;КОЛПИНО;Россия;
НАЗИЯ;2004165;НАЗИЯ;Россия;
ЖИХАРЕВО;2004166;ЖИХАРЕВО;Россия;
ВОЙБОКАЛО;2004167;ВОЙБОКАЛО;Россия;
НОВЫЙ БЫТ;2004168;НОВЫЙ БЫТ;Россия;
МШИНСКАЯ;2004169;МШИНСКАЯ;Россия;
НИЗОВСКАЯ;2004170;НИЗОВСКАЯ;Россия;
ДИВЕНСКАЯ;2004171;ДИВЕНСКАЯ;Россия;
СТРОГАНОВО;2004172;СТРОГАНОВО;Россия;
СУЙДА;2004173;СУЙДА;Россия;
ГАТЧИНА П.БАЛТИЙСКАЯ;2004174;ГАТЧ П БАЛ;Россия;
ТАРКОВИЧИ;2004175;ТАРКОВИЧИ;Россия;
ЧОЛОВО;2004176;ЧОЛОВО;Россия;
ЧАЩА;2004177;ЧАЩА;Россия;
НОВИНКА;2004178;НОВИНКА;Россия;
СЛУДИЦЫ;2004179;СЛУДИЦЫ;Россия;
ВЫРИЦА;2004180;ВЫРИЦА;Россия;
ПАВЛОВСК;2004181;ПАВЛОВСК;Россия;
ДЕТСКОЕ СЕЛО;2004182;ДЕТСК СЕЛО;Россия;
ЛЯДОЦКИЙ ПЕРЕЕЗД;2004183;ЛЯДОЦКИЙ П;Россия;
ДОБРУЧИ;2004184;ДОБРУЧИ;Россия;
ГОСТИЦЫ;2004185;ГОСТИЦЫ;Россия;
РУДНИЧНАЯ;2004186;РУДНИЧНАЯ;Россия;
ИЩЕВО;2004187;ИЩЕВО;Россия;
ВЕРВЕНКА;2004188;ВЕРВЕНКА;Россия;
ТУГАНЫ;2004189;ТУГАНЫ;Россия;
КЛЕННА;2004190;КЛЕННА;Россия;
КЕРСТОВО;2004191;КЕРСТОВО;Россия;
КОТЛЫ;2004192;КОТЛЫ;Россия;
КОПОРЬЕ;2004193;КОПОРЬЕ;Россия;
КАЛИЩЕ;2004194;КАЛИЩЕ;Россия;
ЛЕБЯЖЬЕ;2004195;ЛЕБЯЖЬЕ;Россия;
БОЛЬШАЯ ИЖОРА;2004196;Б ИЖОРА;Россия;
ИВАНГОРОД НАРВСКИЙ;2004197;ИВАНГОР Н;Россия;
САЛА;2004198;САЛА;Россия;
ЯСТРЕБИНО;2004199;ЯСТРЕБИНО;Россия;
МУРМАНСК;2004200;МУРМАНСК;Россия;
РОГОВИЦЫ;2004201;РОГОВИЦЫ;Россия;
КИКЕРИНО;2004202;КИКЕРИНО;Россия;
ЕЛИЗАВЕТИНО;2004203;ЕЛИЗАВЕТИН;Россия;
ВОЙСКОВИЦЫ;2004204;ВОЙСКОВИЦЫ;Россия;
НЕЛАЗСКОЕ;2004205;НЕЛАЗСКОЕ;Россия;
КОМАРИХА;2004206;КОМАРИХА;Россия;
ОЛЬХОВИК;2004207;ОЛЬХОВИК;Россия;
ТИМОШКИНО;2004208;ТИМОШКИНО;Россия;
ТУРГОШ;2004209;ТУРГОШ;Россия;
ЧУДЦЫ;2004210;ЧУДЦЫ;Россия;
ДЫМИ;2004211;ДЫМИ;Россия;
АСТРАЧИ;2004212;АСТРАЧИ;Россия;
ЧЕРЕНЦОВО;2004213;ЧЕРЕНЦОВО;Россия;
ВАЛЯ;2004214;ВАЛЯ;Россия;
ЗЕЛЕНЕЦ;2004215;ЗЕЛЕНЕЦ;Россия;
МЫСЛИНО;2004216;МЫСЛИНО;Россия;
МУРМАНСКИЕ ВОРОТА;2004217;МУР ВОРОТА;Россия;
ЛУНГАЧИ;2004218;ЛУНГАЧИ;Россия;
ТЕЛЖЕВО;2004219;ТЕЛЖЕВО;Россия;
СИДОРОВО;2004220;СИДОРОВО;Россия;
ИЕВКОВО;2004221;ИЕВКОВО;Россия;
ШОТКУСА;2004222;ШОТКУСА;Россия;
ЗАОСТРОВЬЕ;2004223;ЗАОСТРОВЬЕ;Россия;
ШАМОКША;2004224;ШАМОКША;Россия;
ИНЕМА;2004225;ИНЕМА;Россия;
ЯНЕГА;2004226;ЯНЕГА;Россия;
ТЕНИКОНДА;2004227;ТЕНИКОНДА;Россия;
ЯНДЕБА;2004228;ЯНДЕБА;Россия;
ПОДПОРОЖЬЕ;2004229;ПОДПОРОЖЬЕ;Россия;
ЧЕЛМА;2004230;ЧЕЛМА;Россия;
БЕЛООСТРОВ;2004231;БЕЛООСТРОВ;Россия;
ЗЕЛЕНОГОРСК;2004232;ЗЕЛЕНОГОРС;Россия;
ЕЛОВАЯ;2004233;ЕЛОВАЯ;Россия;
КЕСТЕНЬГА;2004234;КЕСТЕНЬГА;Россия;
ОСТ.ПУНКТ 20 КМ;2004235;ОП 20 КМ;Россия;
ОТКОС;2004236;ОТКОС;Россия;
ОСТ.ПУНКТ 10 КМ;2004237;ОП 10 КМ;Россия;
ЕРЫНЬЯ;2004238;ЕРЫНЬЯ;Россия;
НОВОРАХИНО;2004239;НОВОРАХИНО;Россия;
НОВОЛИСИНО;2004240;НОВОЛИСИНО;Россия;
РУЧЬИ;2004241;РУЧЬИ;Россия;
ТОКСОВО;2004242;ТОКСОВО;Россия;
ОСЕЛЬКИ;2004243;ОСЕЛЬКИ;Россия;
